map,agents,seed,scen,baseline_method,contender_method,baseline_ratio,contender_ratio,delta_ratio,relative_improvement,contender_better
empty-32-32,600,21,phase1a-generated-random/empty-32-32-random-21.scen,lacam_star,lacam_star_ltm,2.29901236488,1.75208025507,-0.5469321098099997,0.2378987247589456,True
empty-32-32,600,22,phase1a-generated-random/empty-32-32-random-22.scen,lacam_star,lacam_star_ltm,2.17218844985,1.74559270517,-0.42659574468000017,0.19638984118042732,True
empty-32-32,600,23,phase1a-generated-random/empty-32-32-random-23.scen,lacam_star,lacam_star_ltm,2.22160178685,1.74361837907,-0.47798340778000004,0.21515260322946117,True
empty-32-32,600,24,phase1a-generated-random/empty-32-32-random-24.scen,lacam_star,lacam_star_ltm,2.10080833204,1.71032177833,-0.3904865537100002,0.18587443116755745,True
empty-32-32,600,25,phase1a-generated-random/empty-32-32-random-25.scen,lacam_star,lacam_star_ltm,2.24672266269,1.7364000314,-0.5103226312899998,0.22714091052030017,True
empty-32-32,700,1,phase1a-generated-random/empty-32-32-random-1.scen,lacam_star,lacam_star_ltm,2.64496922665,1.986085095,-0.6588841316499998,0.2491084300759571,True
empty-32-32,700,2,phase1a-generated-random/empty-32-32-random-2.scen,lacam_star,lacam_star_ltm,2.68099701168,2.03402607987,-0.6469709318100003,0.24131728942308192,True
empty-32-32,700,3,phase1a-generated-random/empty-32-32-random-3.scen,lacam_star,lacam_star_ltm,2.74665591181,1.99798346441,-0.7486724473999999,0.2725759874692995,True
empty-32-32,700,4,phase1a-generated-random/empty-32-32-random-4.scen,lacam_star,lacam_star_ltm,2.66466479535,1.97277890202,-0.6918858933299998,0.2596521313064901,True
empty-32-32,700,5,phase1a-generated-random/empty-32-32-random-5.scen,lacam_star,lacam_star_ltm,2.76988167309,2.05586130985,-0.71402036324,0.2577800958708317,True
empty-32-32,700,6,phase1a-generated-random/empty-32-32-random-6.scen,lacam_star,lacam_star_ltm,2.68491687254,2.0080122855,-0.6769045870400001,0.25211379687879537,True
empty-32-32,700,7,phase1a-generated-random/empty-32-32-random-7.scen,lacam_star,lacam_star_ltm,2.70772526443,1.96592582675,-0.7417994376800001,0.2739566851277858,True
empty-32-32,700,8,phase1a-generated-random/empty-32-32-random-8.scen,lacam_star,lacam_star_ltm,2.65189500556,1.96589644564,-0.68599855992,0.2586823982404001,True
empty-32-32,700,9,phase1a-generated-random/empty-32-32-random-9.scen,lacam_star,lacam_star_ltm,2.46466022062,1.95213128149,-0.5125289391299999,0.2079511548253374,True
empty-32-32,700,10,phase1a-generated-random/empty-32-32-random-10.scen,lacam_star,lacam_star_ltm,2.59585154263,1.95225360381,-0.6435979388200002,0.24793326130196786,True
empty-32-32,700,11,phase1a-generated-random/empty-32-32-random-11.scen,lacam_star,lacam_star_ltm,2.70830582332,1.95972534002,-0.7485804832999998,0.2764017552428204,True
empty-32-32,700,12,phase1a-generated-random/empty-32-32-random-12.scen,lacam_star,lacam_star_ltm,2.69480433633,1.98863035431,-0.7061739820199999,0.2620501876517403,True
